address,addressObj/city,addressObj/country,addressObj/postalcode,addressObj/street1,addressObj/street2,ancestorLocations/0/id,ancestorLocations/0/name,ancestorLocations/0/subcategory,ancestorLocations/1/id,ancestorLocations/1/name,ancestorLocations/1/subcategory,ancestorLocations/2/id,ancestorLocations/2/name,ancestorLocations/2/subcategory,ancestorLocations/3/id,ancestorLocations/3/name,ancestorLocations/3/subcategory,category,cuisines/0,cuisines/1,cuisines/2,cuisines/3,cuisines/4,cuisines/5,cuisines/6,description,dietaryRestrictions/0,dietaryRestrictions/1,dietaryRestrictions/2,dietaryRestrictions/3,dietaryRestrictions/4,dishes/0,dishes/1,dishes/2,dishes/3,dishes/4,dishes/5,dishes/6,dishes/7,dishes/8,dishes/9,dishes/10,dishes/11,dishes/12,dishes/13,dishes/14,dishes/15,dishes/16,dishes/17,dishes/18,dishes/19,dishes/20,dishes/21,dishes/22,dishes/23,dishes/24,dishes/25,dishes/26,dishes/27,dishes/28,dishes/29,email,establishmentTypes/0,establishmentTypes/1,establishmentTypes/2,features/0,features/1,features/2,features/3,features/4,features/5,features/6,features/7,features/8,features/9,features/10,features/11,features/12,features/13,features/14,features/15,features/16,features/17,features/18,features/19,features/20,features/21,features/22,features/23,hours,hours/timezone,hours/weekRanges/0/0/close,hours/weekRanges/0/0/closeHours,hours/weekRanges/0/0/open,hours/weekRanges/0/0/openHours,hours/weekRanges/0/1/close,hours/weekRanges/0/1/closeHours,hours/weekRanges/0/1/open,hours/weekRanges/0/1/openHours,hours/weekRanges/0/2/close,hours/weekRanges/0/2/closeHours,hours/weekRanges/0/2/open,hours/weekRanges/0/2/openHours,hours/weekRanges/1/0/close,hours/weekRanges/1/0/closeHours,hours/weekRanges/1/0/open,hours/weekRanges/1/0/openHours,hours/weekRanges/1/1/close,hours/weekRanges/1/1/closeHours,hours/weekRanges/1/1/open,hours/weekRanges/1/1/openHours,hours/weekRanges/1/2/close,hours/weekRanges/1/2/closeHours,hours/weekRanges/1/2/open,hours/weekRanges/1/2/openHours,hours/weekRanges/2/0/close,hours/weekRanges/2/0/closeHours,hours/weekRanges/2/0/open,hours/weekRanges/2/0/openHours,hours/weekRanges/2/1/close,hours/weekRanges/2/1/closeHours,hours/weekRanges/2/1/open,hours/weekRanges/2/1/openHours,hours/weekRanges/2/2/close,hours/weekRanges/2/2/closeHours,hours/weekRanges/2/2/open,hours/weekRanges/2/2/openHours,hours/weekRanges/3/0/close,hours/weekRanges/3/0/closeHours,hours/weekRanges/3/0/open,hours/weekRanges/3/0/openHours,hours/weekRanges/3/1/close,hours/weekRanges/3/1/closeHours,hours/weekRanges/3/1/open,hours/weekRanges/3/1/openHours,hours/weekRanges/3/2/close,hours/weekRanges/3/2/closeHours,hours/weekRanges/3/2/open,hours/weekRanges/3/2/openHours,hours/weekRanges/4/0/close,hours/weekRanges/4/0/closeHours,hours/weekRanges/4/0/open,hours/weekRanges/4/0/openHours,hours/weekRanges/4/1/close,hours/weekRanges/4/1/closeHours,hours/weekRanges/4/1/open,hours/weekRanges/4/1/openHours,hours/weekRanges/4/2/close,hours/weekRanges/4/2/closeHours,hours/weekRanges/4/2/open,hours/weekRanges/4/2/openHours,hours/weekRanges/5/0/close,hours/weekRanges/5/0/closeHours,hours/weekRanges/5/0/open,hours/weekRanges/5/0/openHours,hours/weekRanges/5/1/close,hours/weekRanges/5/1/closeHours,hours/weekRanges/5/1/open,hours/weekRanges/5/1/openHours,hours/weekRanges/5/2/close,hours/weekRanges/5/2/closeHours,hours/weekRanges/5/2/open,hours/weekRanges/5/2/openHours,hours/weekRanges/6/0/close,hours/weekRanges/6/0/closeHours,hours/weekRanges/6/0/open,hours/weekRanges/6/0/openHours,hours/weekRanges/6/1/close,hours/weekRanges/6/1/closeHours,hours/weekRanges/6/1/open,hours/weekRanges/6/1/openHours,hours/weekRanges/6/2/close,hours/weekRanges/6/2/closeHours,hours/weekRanges/6/2/open,hours/weekRanges/6/2/openHours,id,input,isClaimedIcon,isClaimedText,isClosed,isLongClosed,isNearbyResult,latitude,localAddress,localName,locationString,longitude,mealTypes/0,mealTypes/1,mealTypes/2,mealTypes/3,mealTypes/4,mealTypes/5,menuWebUrl,name,numberOfReviews,openNowText,orderOnline/0/buttonText,orderOnline/0/canProvideTimeslots,orderOnline/0/headerText,orderOnline/0/logoUrl,orderOnline/0/offerURL,orderOnline/0/provider,orderOnline/0/providerDisplayName,orderOnline/0/providerId,orderOnline/0/providerType,ownersTopReasons,ownersTopReasons/sectionHeader,ownersTopReasons/sponsoredBy,ownersTopReasons/topReasons/0/header,ownersTopReasons/topReasons/0/image_url,ownersTopReasons/topReasons/0/isSearchTerm,ownersTopReasons/topReasons/0/keyword,ownersTopReasons/topReasons/0/linkText,ownersTopReasons/topReasons/0/rank,ownersTopReasons/topReasons/0/review/rating,ownersTopReasons/topReasons/0/review/reviewId,ownersTopReasons/topReasons/0/review/screenName,ownersTopReasons/topReasons/0/text,ownersTopReasons/topReasons/1/header,ownersTopReasons/topReasons/1/image_url,ownersTopReasons/topReasons/1/isSearchTerm,ownersTopReasons/topReasons/1/keyword,ownersTopReasons/topReasons/1/linkText,ownersTopReasons/topReasons/1/rank,ownersTopReasons/topReasons/1/review/rating,ownersTopReasons/topReasons/1/review/reviewId,ownersTopReasons/topReasons/1/review/screenName,ownersTopReasons/topReasons/1/text,ownersTopReasons/topReasons/2/header,ownersTopReasons/topReasons/2/image_url,ownersTopReasons/topReasons/2/isSearchTerm,ownersTopReasons/topReasons/2/keyword,ownersTopReasons/topReasons/2/linkText,ownersTopReasons/topReasons/2/rank,ownersTopReasons/topReasons/2/review/rating,ownersTopReasons/topReasons/2/review/reviewId,ownersTopReasons/topReasons/2/review/screenName,ownersTopReasons/topReasons/2/text,phone,photoCount,priceLevel,priceRange,rankingDenominator,rankingPosition,rankingString,rating,ratingHistogram/count1,ratingHistogram/count2,ratingHistogram/count3,ratingHistogram/count4,ratingHistogram/count5,rawRanking,reviewTags/0/reviews,reviewTags/0/text,reviewTags/1/reviews,reviewTags/1/text,reviewTags/2/reviews,reviewTags/2/text,reviewTags/3/reviews,reviewTags/3/text,reviewTags/4/reviews,reviewTags/4/text,reviewTags/5/reviews,reviewTags/5/text,reviewTags/6/reviews,reviewTags/6/text,reviewTags/7/reviews,reviewTags/7/text,reviewTags/8/reviews,reviewTags/8/text,reviewTags/9/reviews,reviewTags/9/text,reviewTags/10/reviews,reviewTags/10/text,reviewTags/11/reviews,reviewTags/11/text,reviewTags/12/reviews,reviewTags/12/text,reviewTags/13/reviews,reviewTags/13/text,reviewTags/14/reviews,reviewTags/14/text,reviewTags/15/reviews,reviewTags/15/text,reviewTags/16/reviews,reviewTags/16/text,reviewTags/17/reviews,reviewTags/17/text,reviewTags/18/reviews,reviewTags/18/text,reviewTags/19/reviews,reviewTags/19/text,reviewTags/20/reviews,reviewTags/20/text,reviewTags/21/reviews,reviewTags/21/text,reviewTags/22/reviews,reviewTags/22/text,reviewTags/23/reviews,reviewTags/23/text,reviewTags/24/reviews,reviewTags/24/text,reviewTags/25/reviews,reviewTags/25/text,reviewTags/26/reviews,reviewTags/26/text,reviewTags/27/reviews,reviewTags/27/text,reviewTags/28/reviews,reviewTags/28/text,reviewTags/29/reviews,reviewTags/29/text,subcategories/0,travelerChoiceAward,type,webUrl,website
"664 Galle Main Road, Colombo 00300 Sri Lanka",Colombo,Sri Lanka,300,664 Galle Main Road,,293962,Colombo,City,2467812,Western Province,Province,293961,Sri Lanka,Country,,,,restaurant,Chinese,Asian,Nepali,,,,,"The only cafe food joint in Colombo, exclusively for momos !!! (Halal)",Vegetarian friendly,Vegan options,,,,Dumplings,Chili,Prawns,Beef,Fried,,,,,,,,,,,,,,,,,,,,,,,,,,monalisa211286@gmail.com,Restaurants,,,Delivery,Takeout,Seating,Table Service,,,,,,,,,,,,,,,,,,,,,,Asia/Colombo,1260,21:00,660,11:00,,,,,,,,,,,,,,,,,,,,,1260,21:00,660,11:00,,,,,,,,,1260,21:00,660,11:00,,,,,,,,,1260,21:00,660,11:00,,,,,,,,,1260,21:00,660,11:00,,,,,,,,,1260,21:00,660,11:00,,,,,,,,,12332905,Colombo,TRUE,,FALSE,FALSE,FALSE,6.893741,,,"Colombo, Western Province",79.85583,Lunch,Dinner,,,,,,Momo's by Ruvi,100,Open Now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+94 76 520 4867,105,$,,880,92,#92 of 880 Restaurants in Colombo,4.5,1,1,6,35,57,3.711950064,44,dumplings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Café,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g293962-d12332905-Reviews-Momo_s_by_Ruvi-Colombo_Western_Province.html,http://www.facebook.com/Momos-by-Ruvi-1335984586455085/
"HQ Colombo, Colombo 01000 Sri Lanka",Colombo,Sri Lanka,1000,HQ Colombo,,293962,Colombo,City,2467812,Western Province,Province,293961,Sri Lanka,Country,,,,restaurant,Bar,Asian,Pub,Wine Bar,Street Food,Sri Lankan,,"Welcome to Headquarters by W15, the hippest hangout that brings the vibrant streets of Colombo to life! Get ready to be blown away by our mouthwatering food and expertly crafted drinks, each telling a delicious story of our island's culinary heritage. Whether you're chilling in our Indoor Rooftop Dining, partying at the Sky Bar, or soaking in the unique panoramic view from our Observation Deck, the vibe is electric and the ambiance is unbeatable. But we're not just about the awesome food and drinks! Brace yourself for unforgettable events that'll keep you grooving all night. And hey, if you're planning a bash, we've got the perfect spot for private celebrations too! Located smack in the heart of the city, Headquarters by W15 is the ultimate hotspot for locals and travelers alike. So, ditch the ordinary and come experience the extraordinary with us!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Restaurants,,,Takeout,Reservations,Outdoor Seating,Seating,Parking Available,Street Parking,Valet Parking,Free off-street parking,Television,Highchairs Available,Serves Alcohol,Full Bar,Wine and Beer,American Express,Mastercard,Visa,Digital Payments,Free Wifi,Discover,Accepts Credit Cards,Table Service,Live Music,Family style,Non-smoking restaurants,,Asia/Colombo,1560,2:00,660,11:00,,,,,,,,,1440,0:00,660,11:00,,,,,,,,,1440,0:00,660,11:00,,,,,,,,,1440,0:00,660,11:00,,,,,,,,,1440,0:00,660,11:00,,,,,,,,,1560,2:00,660,11:00,,,,,,,,,1560,2:00,660,11:00,,,,,,,,,25756937,Colombo,FALSE,,FALSE,FALSE,FALSE,6.92063,,,"Colombo, Western Province",79.86186,Lunch,Dinner,Brunch,Late Night,Drinks,,https://bit.ly/hqw15-menus,Headquarters by W15,21,Open Now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+94 77 945 7660,66,$$$$,,800,259,"#259 of 1,135 places to eat in Colombo",4,3,1,0,2,15,3.236001253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g293962-d25756937-Reviews-Headquarters_by_W15-Colombo_Western_Province.html,https://headquarters.w15.lk/
"282 R,A, De Mel Mawatha Liberty Arcade, Kollupitiya, Colombo 00300 Sri Lanka",Colombo,Sri Lanka,300,"282 R,A, De Mel Mawatha","Liberty Arcade, Kollupitiya",293962,Colombo,City,2467812,Western Province,Province,293961,Sri Lanka,Country,,,,restaurant,Asian,Sri Lankan,,,,,,"The famous Raja Bojun restaurant is known in Sri Lanka for being the best local cuisine restaurant on the island. A popular stop amongst locals and tourists alike, helping to put the wonderful flavors of Sri Lankan cuisine on the map !",Vegetarian friendly,Vegan options,,,,Juice & Smoothies,Crab,Shrimp,Salad,Curry,Clams,Prawns,Fried rice,Fish,Fish Curry,Roti,Chicken Curry,Puddings,,,,,,,,,,,,,,,,,,dine@rajabojun.lk,Restaurants,,,Reservations,Seating,Parking Available,Validated Parking,Highchairs Available,Wheelchair Accessible,Serves Alcohol,Accepts Credit Cards,Table Service,Live Music,Waterfront,,,,,,,,,,,,,,,Asia/Colombo,960,16:00,720,12:00,1380,23:00,1140,19:00,,,,,960,16:00,720,12:00,1380,23:00,1140,19:00,,,,,960,16:00,720,12:00,1380,23:00,1140,19:00,,,,,960,16:00,720,12:00,1380,23:00,1140,19:00,,,,,960,16:00,720,12:00,1380,23:00,1140,19:00,,,,,960,16:00,720,12:00,1380,23:00,1140,19:00,,,,,960,16:00,720,12:00,1380,23:00,1140,19:00,,,,,793129,Colombo,FALSE,,FALSE,FALSE,FALSE,6.910226,,,"Colombo, Western Province",79.852,Lunch,Dinner,Brunch,Late Night,,,http://www.rajabojun.lk/rajabojun/index.php/our-menues/,Raja Bojun,559,Open Now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+94 11 4 716171,229,$$ - $$$,,800,95,"#95 of 1,135 places to eat in Colombo",4,27,31,106,252,143,3.736664534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sit down,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g293962-d793129-Reviews-Raja_Bojun-Colombo_Western_Province.html,http://www.rajabojun.lk
"Level 2, ITC Ratnadipa No. 21, Galle Face Centre Road,, Colombo 00100 Sri Lanka",Colombo,Sri Lanka,100,"Level 2, ITC Ratnadipa","No. 21, Galle Face Centre Road,",293962,Colombo,City,2467812,Western Province,Province,293961,Sri Lanka,Country,,,,restaurant,Bar,Pub,Wine Bar,Dining bars,,,,"Immerse yourself in the ambience of a Scottish tea planter’s bar, serving the finest beverages in a laidback tropical setting with charming interiors. Indulge in the best teas while overlooking tea gardens, surrounded by calming scenery and exquisite interiors.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Restaurants,,,Reservations,Seating,Parking Available,Valet Parking,Television,Wheelchair Accessible,Serves Alcohol,Full Bar,Wine and Beer,Accepts Credit Cards,Table Service,Live Music,Waterfront,Gift Cards Available,,,,,,,,,,,,Asia/Colombo,1500,1:00,480,8:00,,,,,,,,,1500,1:00,480,8:00,,,,,,,,,1500,1:00,480,8:00,,,,,,,,,1500,1:00,480,8:00,,,,,,,,,1500,1:00,480,8:00,,,,,,,,,1500,1:00,480,8:00,,,,,,,,,1500,1:00,480,8:00,,,,,,,,,27674452,Colombo,TRUE,,FALSE,FALSE,FALSE,6.932515,,,"Colombo, Western Province",79.84406,Breakfast,Lunch,Dinner,Late Night,Drinks,,https://drive.google.com/drive/folders/1QvA5Px7az4LxnNN2vccrYPkFLsO48AQ5?usp=drive_link,Silvertips,43,Open Now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+94 11 4 999111,45,$$$$,,880,57,#57 of 880 Restaurants in Colombo,5,0,0,0,1,42,4.199351788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g293962-d27674452-Reviews-Silvertips-Colombo_Western_Province.html,https://www.marriott.com/en-us/hotels/cmblc-itc-ratnadipa-a-luxury-collection-hotel-colombo/dining/
"24, Dharmapala Mawatha NH Collection Colombo, Colombo 00300 Sri Lanka",Colombo,Sri Lanka,300,"24, Dharmapala Mawatha",NH Collection Colombo,293962,Colombo,City,2467812,Western Province,Province,293961,Sri Lanka,Country,,,,restaurant,Japanese,Seafood,Sushi,Asian,,,,"NOTICE - Reservations only, no walk-ins. Discover the tastes and scents of Thailand and Japan at Robata. Sample Thai classics such as pad Thai and panang curry. Or indulge in delightful Japanese cuisine. Robata is your perfect venue for private dining or business lunches and dinners.",Vegetarian friendly,Vegan options,Gluten free options,,,Salmon,Sashimi,Fish,Soup,Cake,,,,,,,,,,,,,,,,,,,,,,,,,,colombo@nhcollection.com,Restaurants,,,Reservations,Seating,Wheelchair Accessible,Serves Alcohol,Table Service,,,,,,,,,,,,,,,,,,,,,Asia/Colombo,1380,23:00,1140,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380,23:00,1140,19:00,,,,,,,,,1380,23:00,1140,19:00,,,,,,,,,12933494,Colombo,TRUE,,FALSE,FALSE,FALSE,6.911748,,,"Colombo, Western Province",79.849884,Lunch,Dinner,,,,,,Robata Thai & Japanese Lounge,122,Closed today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+94 11 7 450450,116,$$$$,,880,52,#52 of 880 Restaurants in Colombo,4.5,1,3,5,10,103,4.2672925,11,sushi,3,teriyaki chicken,5,movenpick hotel,5,japanese cuisine,2,an amazing dinner,4,family dinner,4,service was excellent,4,special thanks,2,cooked to perfection,2,awesome food,2,samadhi,4,buffet,2,stewards,4,mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sit down,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g293962-d12933494-Reviews-Robata_Thai_Japanese_Lounge-Colombo_Western_Province.html,https://world.nh-hotels.com/en/nh-collection-colombo/dining/robata-thai-and-japanese-lounge
"314/1a Kollupitiya Road Marine Drive, Colombo 00300 Sri Lanka",Colombo,Sri Lanka,300,314/1a Kollupitiya Road,Marine Drive,293962,Colombo,City,2467812,Western Province,Province,293961,Sri Lanka,Country,,,,restaurant,Asian,Sri Lankan,,,,,,,Vegetarian friendly,Vegan options,,,,Curry,Fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Restaurants,,,Delivery,Takeout,Seating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9765787,Colombo,FALSE,,FALSE,FALSE,FALSE,6.908867,,,"Colombo, Western Province",79.849,Lunch,Dinner,Brunch,,,,,Curry Pot,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+94 11 2 370119,78,$,,880,143,#143 of 880 Restaurants in Colombo,4,8,7,12,29,63,3.430242538,17,curries,17,rice,2,juice,9,sri lanka,2,traditional food,2,banana leaf,7,buffet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g293962-d9765787-Reviews-Curry_Pot-Colombo_Western_Province.html,http://www.currypotlk.com
"02 Centre Rd Lower Ground, One Galle Face Mall, Colombo 00100 Sri Lanka",Colombo,Sri Lanka,100,02 Centre Rd,"Lower Ground, One Galle Face Mall",293962,Colombo,City,2467812,Western Province,Province,293961,Sri Lanka,Country,,,,restaurant,Chinese,Japanese,Indian,Asian,Singaporean,Sri Lankan,,"The Food Studio concept is encapsulated by our tag line ""Connect and Collaborate"", which reflects our core. We do not follow the standard model of large scale food centres, instead, we break norms by developing relationships with our patrons and stakeholders, both local and international.",Vegetarian friendly,Vegan options,,,,Ramen,Hummus,Beef,Biryani,Shashlik,,,,,,,,,,,,,,,,,,,,,,,,,,info@foodstudio.lk,Restaurants,,,Takeout,Seating,,,,,,,,,,,,,,,,,,,,,,,,Asia/Colombo,1380,23:00,600,10:00,,,,,,,,,1380,23:00,600,10:00,,,,,,,,,1380,23:00,600,10:00,,,,,,,,,1380,23:00,600,10:00,,,,,,,,,1380,23:00,600,10:00,,,,,,,,,1380,23:00,600,10:00,,,,,,,,,1380,23:00,600,10:00,,,,,,,,,19839777,Colombo,TRUE,,FALSE,FALSE,FALSE,6.92702,,,"Colombo, Western Province",79.844696,Lunch,Dinner,Drinks,,,,https://www.facebook.com/FoodStudioSL/menu,Food Studio at One Galle Face,217,Open Now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+94 76 141 4242,88,$$ - $$$,,880,45,#45 of 880 Restaurants in Colombo,4.5,14,1,4,12,186,4.453553677,5,shashlik,3,falafel,2,nasi goreng,3,beef,3,sushi,3,rice,5,china express,2,friendly chef,7,delicious food,2,nice place to visit,3,thank you very much,3,food court,3,great meal,3,his team,2,great hospitality,2,superb service,3,special thanks,2,keep up the good work,2,sri lanka,30,cashier,22,kathi,10,sumatra,11,mr,5,mughal,2,shokudo,2,galleface,12,taste,7,dish,2,tastily,5,foods,Sit down,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g293962-d19839777-Reviews-Food_Studio_at_One_Galle_Face-Colombo_Western_Province.html,http://www.foodstudio.lk
"527/7, Borella Road, Colombo 10116 Sri Lanka",Colombo,Sri Lanka,10116,"527/7, Borella Road",,293962,Colombo,City,2467812,Western Province,Province,293961,Sri Lanka,Country,,,,restaurant,Chinese,Indian,International,Fusion,Sri Lankan,,,A Five Story Banquet & Restaurant Complex Situated In The Heart Of Thalawathugoda With A Frontage. The Venue Consists Of Three Trendy Banquet Halls Which Offers To Suit Your Guest List. Our Well Designed Menu's Are Created By Chinese & Indian Expatriate Chef's. Maintaining The Authenticity Has Been Our Strength In Our Successful Journey.,Vegetarian friendly,Vegan options,Gluten free options,,,Juice & Smoothies,Pasta,Curry,Cuttlefish,Pesto,Fried rice,Fish,Cake,,,,,,,,,,,,,,,,,,,,,,,info@grandmonarch.lk,Restaurants,,,Takeout,Reservations,Seating,Parking Available,Validated Parking,Television,Highchairs Available,Wheelchair Accessible,Serves Alcohol,Full Bar,Table Service,BYOB,,,,,,,,,,,,,,Asia/Colombo,1530,1:30,510,8:30,,,,,,,,,1530,1:30,510,8:30,,,,,,,,,1530,1:30,510,8:30,,,,,,,,,1530,1:30,510,8:30,,,,,,,,,1530,1:30,510,8:30,,,,,,,,,1530,1:30,510,8:30,,,,,,,,,1530,1:30,510,8:30,,,,,,,,,8333177,Colombo,TRUE,,FALSE,FALSE,FALSE,6.871756,,,"Colombo, Western Province",79.938416,Lunch,Dinner,Brunch,Drinks,,,https://urlzs.com/53hEt,Grand Monarch,106,Open Now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+94 11 2 776611,44,$$ - $$$,,880,138,#138 of 880 Restaurants in Colombo,4,6,4,8,30,58,3.43692708,2,curry,6,excellent food,2,sri lankan restaurant,4,friendly service,2,nice restaurant,2,his team,8,thai,2,francis,2,privacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sit down,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g293962-d8333177-Reviews-Grand_Monarch-Colombo_Western_Province.html,http://www.grandmonarch.lk
"48B Park Street Mews, Colombo 00200 Sri Lanka",Colombo,Sri Lanka,200,48B Park Street Mews,,293962,Colombo,City,2467812,Western Province,Province,293961,Sri Lanka,Country,,,,restaurant,Japanese,Sushi,Asian,Grill,,,,"Authentic Japanese Restaurant, 'Kuuraku' in Colombo Sri Lanka. Kuuraku has 23 restaurants in Japan, 7 in Canada, 7 in India, 1 in Indonesia, and 1 in Australia.",Vegetarian friendly,Gluten free options,,,,Tempura,Udon & Soba (Wheat & Buckwheat Noodle),Ramen,Yakitori (Grilled Skewers),Salmon,Tuna,Udon,Gyoza,Sashimi,Fish,Pork,Soup,Maki,,,,,,,,,,,,,,,,,,kuuraku.psm@gmail.com,Restaurants,,,Takeout,Reservations,Seating,Serves Alcohol,Full Bar,Table Service,BYOB,,,,,,,,,,,,,,,,,,,Asia/Colombo,930,15:30,690,11:30,1350,22:30,1080,18:00,,,,,930,15:30,690,11:30,1350,22:30,1080,18:00,,,,,930,15:30,690,11:30,1350,22:30,1080,18:00,,,,,930,15:30,690,11:30,1350,22:30,1080,18:00,,,,,930,15:30,690,11:30,1350,22:30,1080,18:00,,,,,930,15:30,690,11:30,1380,23:00,1080,18:00,,,,,930,15:30,690,11:30,1380,23:00,1080,18:00,,,,,10789281,Colombo,TRUE,,FALSE,FALSE,FALSE,6.916726,,,"Colombo, Western Province",79.858604,Lunch,Dinner,Drinks,,,,,Kuuraku Japanese Restaurant,279,Open Now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+94 11 2 307600,177,$$ - $$$,,880,32,#32 of 880 Restaurants in Colombo,4.5,16,10,14,45,194,4.621859074,11,yakitori,4,spicy salmon roll,2,excellent japanese food,2,mews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sit down,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g293962-d10789281-Reviews-Kuuraku_Japanese_Restaurant-Colombo_Western_Province.html,https://www.facebook.com/kuurakucolombo/
"Shop #04, Arcade Independence Square, Colombo Sri Lanka",Colombo,Sri Lanka,,,"Shop #04, Arcade Independence Square",293962,Colombo,City,2467812,Western Province,Province,293961,Sri Lanka,Country,,,,restaurant,Cafe,,,,,,,,Vegetarian friendly,,,,,Waffles & Crepes,Sandwiches,Waffles,Crepes,Tuna,Cakes,Cake,Spicy Chicken,Brownie,,,,,,,,,,,,,,,,,,,,,,tloungeonline@gmail.com,Restaurants,,,Seating,Free Wifi,Table Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7374797,Colombo,TRUE,,FALSE,FALSE,FALSE,6.902319,,,"Colombo, Western Province",79.869064,Breakfast,Lunch,Brunch,,,,https://www.dilmaht-lounge.com/sri-lanka/menu,The t-Lounge by Dilmah,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+94 11 2 662522,229,$$ - $$$,,880,93,#93 of 880 Restaurants in Colombo,4,13,13,22,75,133,3.711219788,5,white tuna,2,milk tea,5,dutch hospital,6,blueberry,5,ceylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g293962-d7374797-Reviews-The_t_Lounge_by_Dilmah-Colombo_Western_Province.html,http://www.dilmaht-lounge.com/arcade-independence-square/
"453 Galle Rd, Colombo 00300 Sri Lanka",Colombo,Sri Lanka,300,453 Galle Rd,,293962,Colombo,City,2467812,Western Province,Province,293961,Sri Lanka,Country,,,,restaurant,Cafe,Sri Lankan,,,,,,,Vegetarian friendly,,,,,Salad,Curry,Eclairs,Prawns,Beef,Cakes,Fish,Pork,Fish Curry,Roti,Chicken Curry,Patties,Mutton,Cake,Ginger Beer,Pastries,Pies,,,,,,,,,,,,,,,Restaurants,,,Takeout,Reservations,Outdoor Seating,Buffet,Seating,Street Parking,Mastercard,Visa,Table Service,,,,,,,,,,,,,,,,,Asia/Colombo,1140,19:00,420,7:00,,,,,,,,,1140,19:00,420,7:00,,,,,,,,,1140,19:00,420,7:00,,,,,,,,,1140,19:00,420,7:00,,,,,,,,,1140,19:00,420,7:00,,,,,,,,,1140,19:00,420,7:00,,,,,,,,,1140,19:00,420,7:00,,,,,,,,,1133389,Colombo,TRUE,,FALSE,FALSE,FALSE,6.898016,,,"Colombo, Western Province",79.85411,Lunch,Dinner,Brunch,Late Night,Drinks,,,Green Cabin Kollupitiya,491,Open Now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+94 77 774 8824,70,$$ - $$$,,880,118,#118 of 880 Restaurants in Colombo,4,31,23,101,199,137,3.521233559,8,pies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sit down,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g293962-d1133389-Reviews-Green_Cabin_Kollupitiya-Colombo_Western_Province.html,http://www.greencabin.lk/
