address,addressObj/city,addressObj/country,addressObj/postalcode,addressObj/state,addressObj/street1,addressObj/street2,ancestorLocations/0/abbreviation,ancestorLocations/0/id,ancestorLocations/0/name,ancestorLocations/0/subcategory,ancestorLocations/1/abbreviation,ancestorLocations/1/id,ancestorLocations/1/name,ancestorLocations/1/subcategory,ancestorLocations/2/abbreviation,ancestorLocations/2/id,ancestorLocations/2/name,ancestorLocations/2/subcategory,ancestorLocations/3/abbreviation,ancestorLocations/3/id,ancestorLocations/3/name,ancestorLocations/3/subcategory,ancestorLocations/4/abbreviation,ancestorLocations/4/id,ancestorLocations/4/name,ancestorLocations/4/subcategory,category,cuisines/0,cuisines/1,cuisines/2,cuisines/3,cuisines/4,cuisines/5,cuisines/6,cuisines/7,description,dietaryRestrictions/0,dietaryRestrictions/1,dietaryRestrictions/2,dishes/0,dishes/1,dishes/2,dishes/3,dishes/4,dishes/5,dishes/6,dishes/7,dishes/8,dishes/9,dishes/10,dishes/11,dishes/12,dishes/13,dishes/14,dishes/15,dishes/16,dishes/17,dishes/18,dishes/19,dishes/20,dishes/21,email,establishmentTypes/0,establishmentTypes/1,establishmentTypes/2,establishmentTypes/3,features/0,features/1,features/2,features/3,features/4,features/5,features/6,features/7,features/8,features/9,features/10,features/11,features/12,features/13,features/14,features/15,features/16,features/17,features/18,features/19,features/20,features/21,features/22,features/23,features/24,features/25,hours,hours/timezone,hours/weekRanges/0/0/close,hours/weekRanges/0/0/closeHours,hours/weekRanges/0/0/open,hours/weekRanges/0/0/openHours,hours/weekRanges/0/1/close,hours/weekRanges/0/1/closeHours,hours/weekRanges/0/1/open,hours/weekRanges/0/1/openHours,hours/weekRanges/1/0/close,hours/weekRanges/1/0/closeHours,hours/weekRanges/1/0/open,hours/weekRanges/1/0/openHours,hours/weekRanges/1/1/close,hours/weekRanges/1/1/closeHours,hours/weekRanges/1/1/open,hours/weekRanges/1/1/openHours,hours/weekRanges/2/0/close,hours/weekRanges/2/0/closeHours,hours/weekRanges/2/0/open,hours/weekRanges/2/0/openHours,hours/weekRanges/2/1/close,hours/weekRanges/2/1/closeHours,hours/weekRanges/2/1/open,hours/weekRanges/2/1/openHours,hours/weekRanges/3/0/close,hours/weekRanges/3/0/closeHours,hours/weekRanges/3/0/open,hours/weekRanges/3/0/openHours,hours/weekRanges/3/1/close,hours/weekRanges/3/1/closeHours,hours/weekRanges/3/1/open,hours/weekRanges/3/1/openHours,hours/weekRanges/4/0/close,hours/weekRanges/4/0/closeHours,hours/weekRanges/4/0/open,hours/weekRanges/4/0/openHours,hours/weekRanges/4/1/close,hours/weekRanges/4/1/closeHours,hours/weekRanges/4/1/open,hours/weekRanges/4/1/openHours,hours/weekRanges/5/0/close,hours/weekRanges/5/0/closeHours,hours/weekRanges/5/0/open,hours/weekRanges/5/0/openHours,hours/weekRanges/5/1/close,hours/weekRanges/5/1/closeHours,hours/weekRanges/5/1/open,hours/weekRanges/5/1/openHours,hours/weekRanges/6/0/close,hours/weekRanges/6/0/closeHours,hours/weekRanges/6/0/open,hours/weekRanges/6/0/openHours,hours/weekRanges/6/1/close,hours/weekRanges/6/1/closeHours,hours/weekRanges/6/1/open,hours/weekRanges/6/1/openHours,id,input,isClaimedIcon,isClaimedText,isClosed,isLongClosed,isNearbyResult,latitude,localAddress,localLangCode,localName,locationString,longitude,mealTypes/0,mealTypes/1,mealTypes/2,mealTypes/3,mealTypes/4,mealTypes/5,menuWebUrl,name,nearestMetroStations/0/address,nearestMetroStations/0/distance,nearestMetroStations/0/latitude,nearestMetroStations/0/lines/0/id,nearestMetroStations/0/lines/0/lineName,nearestMetroStations/0/lines/0/lineSymbol,nearestMetroStations/0/lines/0/systemName,nearestMetroStations/0/lines/0/systemSymbol,nearestMetroStations/0/lines/0/type,nearestMetroStations/0/localAddress,nearestMetroStations/0/localName,nearestMetroStations/0/longitude,nearestMetroStations/0/name,nearestMetroStations/1/address,nearestMetroStations/1/distance,nearestMetroStations/1/latitude,nearestMetroStations/1/lines/0/id,nearestMetroStations/1/lines/0/lineName,nearestMetroStations/1/lines/0/lineSymbol,nearestMetroStations/1/lines/0/systemName,nearestMetroStations/1/lines/0/systemSymbol,nearestMetroStations/1/lines/0/type,nearestMetroStations/1/localAddress,nearestMetroStations/1/localName,nearestMetroStations/1/longitude,nearestMetroStations/1/name,nearestMetroStations/2/address,nearestMetroStations/2/distance,nearestMetroStations/2/latitude,nearestMetroStations/2/lines/0/id,nearestMetroStations/2/lines/0/lineName,nearestMetroStations/2/lines/0/lineSymbol,nearestMetroStations/2/lines/0/systemName,nearestMetroStations/2/lines/0/systemSymbol,nearestMetroStations/2/lines/0/type,nearestMetroStations/2/localAddress,nearestMetroStations/2/localName,nearestMetroStations/2/longitude,nearestMetroStations/2/name,numberOfReviews,openNowText,orderOnline/0/buttonText,orderOnline/0/canProvideTimeslots,orderOnline/0/headerText,orderOnline/0/logoUrl,orderOnline/0/offerURL,orderOnline/0/provider,orderOnline/0/providerDisplayName,orderOnline/0/providerId,orderOnline/0/providerType,ownersTopReasons,ownersTopReasons/sectionHeader,ownersTopReasons/sponsoredBy,ownersTopReasons/topReasons/0/header,ownersTopReasons/topReasons/0/image_url,ownersTopReasons/topReasons/0/isSearchTerm,ownersTopReasons/topReasons/0/keyword,ownersTopReasons/topReasons/0/linkText,ownersTopReasons/topReasons/0/rank,ownersTopReasons/topReasons/0/review,ownersTopReasons/topReasons/0/text,ownersTopReasons/topReasons/1/header,ownersTopReasons/topReasons/1/image_url,ownersTopReasons/topReasons/1/isSearchTerm,ownersTopReasons/topReasons/1/keyword,ownersTopReasons/topReasons/1/linkText,ownersTopReasons/topReasons/1/rank,ownersTopReasons/topReasons/1/review,ownersTopReasons/topReasons/1/text,ownersTopReasons/topReasons/2/header,ownersTopReasons/topReasons/2/image_url,ownersTopReasons/topReasons/2/isSearchTerm,ownersTopReasons/topReasons/2/keyword,ownersTopReasons/topReasons/2/linkText,ownersTopReasons/topReasons/2/rank,ownersTopReasons/topReasons/2/review,ownersTopReasons/topReasons/2/text,phone,photoCount,priceLevel,priceRange,rankingDenominator,rankingPosition,rankingString,rating,ratingHistogram/count1,ratingHistogram/count2,ratingHistogram/count3,ratingHistogram/count4,ratingHistogram/count5,rawRanking,reviewTags/0/reviews,reviewTags/0/text,reviewTags/1/reviews,reviewTags/1/text,reviewTags/2/reviews,reviewTags/2/text,reviewTags/3/reviews,reviewTags/3/text,reviewTags/4/reviews,reviewTags/4/text,reviewTags/5/reviews,reviewTags/5/text,reviewTags/6/reviews,reviewTags/6/text,reviewTags/7/reviews,reviewTags/7/text,reviewTags/8/reviews,reviewTags/8/text,reviewTags/9/reviews,reviewTags/9/text,reviewTags/10/reviews,reviewTags/10/text,reviewTags/11/reviews,reviewTags/11/text,reviewTags/12/reviews,reviewTags/12/text,reviewTags/13/reviews,reviewTags/13/text,reviewTags/14/reviews,reviewTags/14/text,reviewTags/15/reviews,reviewTags/15/text,reviewTags/16/reviews,reviewTags/16/text,reviewTags/17/reviews,reviewTags/17/text,reviewTags/18/reviews,reviewTags/18/text,reviewTags/19/reviews,reviewTags/19/text,reviewTags/20/reviews,reviewTags/20/text,reviewTags/21/reviews,reviewTags/21/text,reviewTags/22/reviews,reviewTags/22/text,reviewTags/23/reviews,reviewTags/23/text,reviewTags/24/reviews,reviewTags/24/text,reviewTags/25/reviews,reviewTags/25/text,reviewTags/26/reviews,reviewTags/26/text,reviewTags/27/reviews,reviewTags/27/text,subcategories/0,travelerChoiceAward,type,webUrl,website
"A1, Kandy 20000 Sri Lanka",Kandy,Sri Lanka,20000,,A1,,,304138,Kandy,Municipality,,12289092,Kandy District,District,,2467830,Central Province,Province,,293961,Sri Lanka,Country,,,,,restaurant,Chinese,Asian,Sri Lankan,,,,,,"Lyon cafe establishment in no 61 , colombo street kandy. Where Nice People Meet For Nice Food. Cafe Servers A Wide Selection From Delicious & Elaborate A - Carte & Set menu. Reasonable Rates & Courterous Service.Since on 1958.. Come & Enjoy The Different in Our Restaurent. LYON CAFE THE FAMILY RESTAURENT..",,,,,,,,,,,,,,,,,,,,,,,,,,,Restaurants,,,,Takeout,Seating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12231156,Kandy,false,,false,false,false,7.292791,,,,"Kandy, Kandy District, Central Province",80.6325,Dinner,,,,,,,Lyon's Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+94 81 4 946600,22,$,,321,215,#215 of 321 Restaurants in Kandy,3,6,0,0,8,3,2.959805489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Café,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g304138-d12231156-Reviews-Lyon_s_Restaurant-Kandy_Kandy_District_Central_Province.html,
"216/1 High Level Rd, Peradeniya 20400 Sri Lanka",Peradeniya,Sri Lanka,20400,,216/1 High Level Rd,,,1194819,Peradeniya,City,,12289092,Kandy District,District,,2467830,Central Province,Province,,293961,Sri Lanka,Country,,,,,restaurant,Asian,Sri Lankan,,,,,,,,Vegetarian friendly,Vegan options,Gluten free options,Juice & Smoothies,Soup,Dosa,,,,,,,,,,,,,,,,,,,,,Restaurants,,,,Takeout,Outdoor Seating,Seating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7260724,Kandy,false,,false,false,false,7.272829,,,,"Peradeniya, Kandy District, Central Province",80.60329,Breakfast,Lunch,Dinner,Brunch,,,,Hela Bojun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+94 77 712 3555,46,$,,13,2,#2 of 13 Restaurants in Peradeniya,4.5,1,0,1,12,50,3.511750221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sit down,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g1194819-d7260724-Reviews-Hela_Bojun-Peradeniya_Kandy_District_Central_Province.html,https://www.facebook.com/pages/Hela-Bojun/478855982200909
"63 Rajapihilla Mawatha, Kandy 20000 Sri Lanka",Kandy,Sri Lanka,20000,,63 Rajapihilla Mawatha,,,304138,Kandy,Municipality,,12289092,Kandy District,District,,2467830,Central Province,Province,,293961,Sri Lanka,Country,,,,,restaurant,Chinese,European,Asian,Sri Lankan,,,,,"-Features Rooms with Sri Lanka's famous Buddha's Tooth Relic Temple, Kandy City and Lake View -Features Sports Lounge with Panoramic View -Provide location and services for Banquet Function -Offers free private parkings -Offers free WiFi, free in-room Tea&Coffee facilities, Hot&Cold Showers -Arrange airport transfers, provide laundry facilities",,,,,,,,,,,,,,,,,,,,,,,,,,info@kandysupremehotel.com,Restaurants,,,,Reservations,Outdoor Seating,Buffet,Seating,Parking Available,Free off-street parking,Television,Mastercard,Visa,Free Wifi,Accepts Credit Cards,,,,,,,,,,,,,,,,,Asia/Colombo,1439,23:59,0,00:00,,,,,1439,23:59,0,00:00,,,,,1439,23:59,0,00:00,,,,,1439,23:59,0,00:00,,,,,1439,23:59,0,00:00,,,,,1439,23:59,0,00:00,,,,,1439,23:59,0,00:00,,,,,8084399,Kandy,false,,false,false,false,7.290954,,,,"Kandy, Kandy District, Central Province",80.63676,Breakfast,Lunch,Dinner,,,,,Kandy Supreme Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Open Now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,$$ - $$$,,252,191,#191 of 381 places to eat in Kandy,3.5,2,0,2,0,4,3.035836697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sit down,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g304138-d8084399-Reviews-Kandy_Supreme_Hotel-Kandy_Kandy_District_Central_Province.html,http://www.kandysupremehotel.com
"No.571A, Kandy Road, Ranmuthugala, Kadawata 11850 Sri Lanka",Kadawata,Sri Lanka,11850,,"No.571A, Kandy Road, Ranmuthugala",,,2619827,Kadawata,City,,2467812,Western Province,Province,,293961,Sri Lanka,Country,,,,,,,,,restaurant,Italian,Chinese,European,Asian,Thai,Sri Lankan,,,"At Cafe Kandy Road, we believe that every dish is an opportunity to create a memorable experience. Nestled in the Kadawatha-Kandy Road (5 minutes from the Kadawatha highway exit), our café is a culinary journey waiting to be explored. Our passion for food is matched only by our commitment to providing you with exceptional service. Whether you're seeking a cozy spot for a quiet coffee break, a hearty brunch with friends, or a delightful dinner with your loved ones, Cafe Kandy Road is the place to be.",,,,,,,,,,,,,,,,,,,,,,,,,,info@cafekandyroad.lk,Restaurants,,,,Takeout,Reservations,Private Dining,Seating,Parking Available,Street Parking,Free off-street parking,Television,Mastercard,Visa,Digital Payments,Cash Only,Free Wifi,Accepts Credit Cards,Table Service,BYOB,Family style,Non-smoking restaurants,,,,,,,,,,Asia/Colombo,1410,23:30,660,11:00,,,,,1410,23:30,660,11:00,,,,,1410,23:30,660,11:00,,,,,1410,23:30,660,11:00,,,,,1440,00:00,660,11:00,,,,,1410,23:30,660,11:00,,,,,1410,23:30,660,11:00,,,,,26264351,Kandy,true,,false,false,false,7.007624,,,,"Kadawata, Western Province",79.96214,Lunch,Dinner,Brunch,Late Night,Drinks,,https://cafekandyroad.lk/menu.html,Cafe Kandy Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Closed Now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+94 11 2 194394,22,$,,15,1,#1 of 15 Restaurants in Kadawata,5,0,0,0,0,3,3.102618456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sit down,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g2619827-d26264351-Reviews-Cafe_Kandy_Road-Kadawata_Western_Province.html,https://cafekandyroad.lk
"No. 255 Peradeniya Road, Kandy 20000 Sri Lanka",Kandy,Sri Lanka,20000,,No. 255 Peradeniya Road,,,304138,Kandy,Municipality,,12289092,Kandy District,District,,2467830,Central Province,Province,,293961,Sri Lanka,Country,,,,,restaurant,Italian,American,Irish,Cafe,European,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,java12@kapruka.com,Restaurants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia/Colombo,1440,00:00,420,07:00,,,,,1410,23:30,420,07:00,,,,,1410,23:30,420,07:00,,,,,1410,23:30,420,07:00,,,,,1410,23:30,420,07:00,,,,,1440,00:00,420,07:00,,,,,1440,00:00,420,07:00,,,,,25230840,Kandy,false,,false,false,false,7.288378,,,,"Kandy, Kandy District, Central Province",80.62896,Breakfast,Lunch,Dinner,,,,,Java Lounge In Peradeniya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,Closed Now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+94 70 689 7243,4,,,321,47,#47 of 321 Restaurants in Kandy,5,0,0,0,1,15,3.443592548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g304138-d25230840-Reviews-Java_Lounge_In_Peradeniya-Kandy_Kandy_District_Central_Province.html,http://www.javalounge.lk
"No 14 Anagarika Dharmapala Mawatha, Kandy 20000 Sri Lanka",Kandy,Sri Lanka,20000,,No 14 Anagarika Dharmapala Mawatha,,,304138,Kandy,Municipality,,12289092,Kandy District,District,,2467830,Central Province,Province,,293961,Sri Lanka,Country,,,,,restaurant,Italian,Cafe,Fast Food,,,,,,"Cozy cafe in Kandy serving premium lavazza coffee, cakes, pastries and more quick meals ( Pasta, sandwiches & breakfast )",,,,,,,,,,,,,,,,,,,,,,,,,,,Restaurants,,,,Delivery,Takeout,Outdoor Seating,Private Dining,Seating,Parking Available,Highchairs Available,Mastercard,Visa,Cash Only,Free Wifi,Non-smoking restaurants,,,,,,,,,,,,,,,,Asia/Colombo,1320,22:00,420,07:00,,,,,1320,22:00,420,07:00,,,,,1320,22:00,420,07:00,,,,,1320,22:00,420,07:00,,,,,1320,22:00,420,07:00,,,,,1320,22:00,420,07:00,,,,,1320,22:00,420,07:00,,,,,25416219,Kandy,false,,false,false,false,7.290572,,,,"Kandy, Kandy District, Central Province",80.63373,Breakfast,Lunch,Dinner,Brunch,Late Night,Drinks,https://drive.google.com/file/d/1SC3PgQSJ4O-qhGP5XAsRh80IwJD8FTfl/view?usp=drive_link,Cafe Lavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Closed Now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+94 70 255 7567,14,$,,252,113,#113 of 381 places to eat in Kandy,4.5,0,0,1,0,5,3.163630009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sit down,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g304138-d25416219-Reviews-Cafe_Lavia-Kandy_Kandy_District_Central_Province.html,
"7 2 Sangamiththa Mawatha, Kandy 20000 Sri Lanka",Kandy,Sri Lanka,20000,,7 2 Sangamiththa Mawatha,,,304138,Kandy,Municipality,,12289092,Kandy District,District,,2467830,Central Province,Province,,293961,Sri Lanka,Country,,,,,restaurant,,,,,,,,,"There is a roof-top restaurant which gives a breath-taking view of the knuckles mountain range, Mahaweli river and the Udawattakalle forest reserve, the largest that any city has in the world.",,,,,,,,,,,,,,,,,,,,,,,,,,chethaka@ewbjewel.com,Restaurants,,,,Reservations,Table Service,,,,,,,,,,,,,,,,,,,,,,,,,,Asia/Colombo,1020,17:00,510,08:30,,,,,1020,17:00,510,08:30,,,,,1020,17:00,510,08:30,,,,,1020,17:00,510,08:30,,,,,1020,17:00,510,08:30,,,,,1020,17:00,510,08:30,,,,,1020,17:00,510,08:30,,,,,12186636,Kandy,true,,false,false,false,7.292648,,,,"Kandy, Kandy District, Central Province",80.64605,Breakfast,Lunch,,,,,,Kassapa's Dream Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Closed Now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+94 81 2 234369,21,$$ - $$$,,321,111,#111 of 321 Restaurants in Kandy,4.5,0,1,0,1,8,3.134008646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g304138-d12186636-Reviews-Kassapa_s_Dream_Restaurant-Kandy_Kandy_District_Central_Province.html,http://www.kassapasdream.com/
"63 Rajapihilla Mawatha Kandy Supreme Hotel, Kandy 20000 Sri Lanka",Kandy,Sri Lanka,20000,,63 Rajapihilla Mawatha,Kandy Supreme Hotel,,304138,Kandy,Municipality,,12289092,Kandy District,District,,2467830,Central Province,Province,,293961,Sri Lanka,Country,,,,,restaurant,International,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@kandysupremehotel.com,Restaurants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8097556,Kandy,false,,false,false,false,7.288875,,,,"Kandy, Kandy District, Central Province",80.638985,,,,,,,,Kandy Supreme Hotel Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+94 81 2 060663,3,,,321,198,#198 of 321 Restaurants in Kandy,5,0,0,0,0,1,3.013544321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g304138-d8097556-Reviews-Kandy_Supreme_Hotel_Restaurant-Kandy_Kandy_District_Central_Province.html,http://www.kandysupremehotel.com/restaurant
"No 24 Dalada Veediya Delight Bakers & Sweet House, Kandy 20000 Sri Lanka",Kandy,Sri Lanka,20000,,No 24 Dalada Veediya,Delight Bakers & Sweet House,,304138,Kandy,Municipality,,12289092,Kandy District,District,,2467830,Central Province,Province,,293961,Sri Lanka,Country,,,,,restaurant,Asian,,,,,,,,"Treat yourself to an unraveling feast of Asian cuisine, with a variety of ingredients tossed together. Every item in its native-style of cooking to bring out the most authentic flavors to taste your dish",,,,,,,,,,,,,,,,,,,,,,,,,,delightbakers@ymail.com,Restaurants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13167876,Kandy,false,,false,false,false,7.29313,,,,"Kandy, Kandy District, Central Province",80.63693,,,,,,,,Spice Food Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+94 81 2 200092,7,$$ - $$$,,252,154,#154 of 381 places to eat in Kandy,4,0,1,0,3,3,3.072184801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Café,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g304138-d13167876-Reviews-Spice_Food_Court-Kandy_Kandy_District_Central_Province.html,http://delightsl.com/spice-court
"No.381 ,Peradeniya road, Kandy, Sri Lanka Kandy, Kandy 20400 Sri Lanka",Kandy,Sri Lanka,20400,,"No.381 ,Peradeniya road, Kandy, Sri Lanka",Kandy,,304138,Kandy,Municipality,,12289092,Kandy District,District,,2467830,Central Province,Province,,293961,Sri Lanka,Country,,,,,restaurant,Chinese,Cafe,Asian,Korean,Sri Lankan,,,,"""Frist ever dumpling shop in Kandy!!! ✌️ Mymomo is Authentic Asian restaurant and it serves special menu items for the customers... Prices of all the dishes under lkr. 1000. We are available in Pick me & Uber Grab your Dumplings from here You all are welcome for “MY MOMO”.!",,,,Dumplings,,,,,,,,,,,,,,,,,,,,,,mymomodumpling@gmail.com,Restaurants,,,,Takeout,Reservations,Outdoor Seating,Seating,American Express,Mastercard,Visa,Digital Payments,Accepts Credit Cards,Table Service,Live Music,Drive Thru,BYOB,Family style,,,,,,,,,,,,,,Asia/Colombo,1320,22:00,630,10:30,,,,,1320,22:00,630,10:30,,,,,1320,22:00,630,10:30,,,,,1320,22:00,630,10:30,,,,,1320,22:00,630,10:30,,,,,1320,22:00,630,10:30,,,,,1320,22:00,630,10:30,,,,,27790426,Kandy,true,,false,false,false,7.290236,,,,"Kandy, Kandy District, Central Province",80.62586,Breakfast,Lunch,Dinner,Late Night,,,,Mymomo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Closed Now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+94 76 762 0492,27,$,,321,82,#82 of 321 Restaurants in Kandy,5,0,0,0,0,7,3.213573694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sit down,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g304138-d27790426-Reviews-Mymomo-Kandy_Kandy_District_Central_Province.html,https://www.facebook.com/Mymomo.official
"22 Colombo Street, Kandy 20000 Sri Lanka",Kandy,Sri Lanka,20000,,22 Colombo Street,,,304138,Kandy,Municipality,,12289092,Kandy District,District,,2467830,Central Province,Province,,293961,Sri Lanka,Country,,,,,restaurant,Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@deptofcoffee.lk,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia/Colombo,1020,17:00,540,09:00,,,,,1020,17:00,540,09:00,,,,,1020,17:00,540,09:00,,,,,1020,17:00,540,09:00,,,,,1020,17:00,540,09:00,,,,,1020,17:00,540,09:00,,,,,1020,17:00,540,09:00,,,,,28023624,Kandy,false,,false,false,false,7.294096,,,,"Kandy, Kandy District, Central Province",80.63907,,,,,,,,Department Of Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Closed Now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+94 11 3 430808,4,,,18,11,#11 of 18 Coffee & Tea in Kandy,4.5,0,0,0,1,1,3.064478636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g304138-d28023624-Reviews-Department_Of_Coffee-Kandy_Kandy_District_Central_Province.html,http://www.deptofcoffee.lk/
"156/7b,Peradeniya Road, Kandy 20000 Sri Lanka",Kandy,Sri Lanka,20000,,"156/7b,Peradeniya Road",,,304138,Kandy,Municipality,,12289092,Kandy District,District,,2467830,Central Province,Province,,293961,Sri Lanka,Country,,,,,restaurant,Asian,Sri Lankan,,,,,,,"Yummy Choice specialises in homemade cakes for all your special celebrations. We offer unique cakes ranging from vanilla cakes, chocolate cakes, velvet cakes, cupcakes to cake pops and other local sweet delicacies.",,,,,,,,,,,,,,,,,,,,,,,,,,yummychoice01@gmail.com,Restaurants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17746813,Kandy,false,,false,false,false,7.290222,,,,"Kandy, Kandy District, Central Province",80.62978,,,,,,,,Yummy Choice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+94 71 594 1418,4,$,,252,203,#203 of 381 places to eat in Kandy,5,0,0,0,0,1,3.023288012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fast food,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g304138-d17746813-Reviews-Yummy_Choice-Kandy_Kandy_District_Central_Province.html,http://yummychoice1.com/
"70 Peradeniya Road, Kandy 20000 Sri Lanka",Kandy,Sri Lanka,20000,,70 Peradeniya Road,,,304138,Kandy,Municipality,,12289092,Kandy District,District,,2467830,Central Province,Province,,293961,Sri Lanka,Country,,,,,restaurant,Fast Food,Asian,Sri Lankan,,,,,,,Vegetarian friendly,,,Cakes,Cake,,,,,,,,,,,,,,,,,,,,,,Restaurants,,,,Takeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3682654,Kandy,false,,false,false,false,7.27859,,,,"Kandy, Kandy District, Central Province",80.61716,Breakfast,Lunch,Dinner,Brunch,,,http://www.pereraandsons.com/pdf/catering-menus-with-new-prices.pdf,Perera & Sons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+94 81 4 950393,3,$,,321,88,#88 of 321 Restaurants in Kandy,4,1,0,4,14,12,3.199863195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sit down,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g304138-d3682654-Reviews-Perera_Sons-Kandy_Kandy_District_Central_Province.html,http://www.pereraandsons.com
